,Grid Point
1651,"(0.5555555555555556, 0.8222222222222222)"
1652,"(0.5555555555555556, 0.8666666666666667)"
1653,"(0.5555555555555556, 0.9111111111111112)"
1654,"(0.5555555555555556, 0.9555555555555557)"
1655,"(0.5555555555555556, 1.0)"
1656,"(0.6000000000000001, -1.0)"
1657,"(0.6000000000000001, -0.9555555555555556)"
1658,"(0.6000000000000001, -0.9111111111111111)"
1659,"(0.6000000000000001, -0.8666666666666667)"
1660,"(0.6000000000000001, -0.8222222222222222)"
1661,"(0.6000000000000001, -0.7777777777777778)"
1662,"(0.6000000000000001, -0.7333333333333334)"
1663,"(0.6000000000000001, -0.6888888888888889)"
1664,"(0.6000000000000001, -0.6444444444444444)"
1665,"(0.6000000000000001, -0.6)"
1666,"(0.6000000000000001, -0.5555555555555556)"
1667,"(0.6000000000000001, -0.5111111111111111)"
1668,"(0.6000000000000001, -0.4666666666666667)"
1669,"(0.6000000000000001, -0.42222222222222217)"
1670,"(0.6000000000000001, -0.37777777777777777)"
1671,"(0.6000000000000001, -0.33333333333333326)"
1672,"(0.6000000000000001, -0.28888888888888886)"
1673,"(0.6000000000000001, -0.24444444444444446)"
1674,"(0.6000000000000001, -0.19999999999999996)"
1675,"(0.6000000000000001, -0.15555555555555556)"
1676,"(0.6000000000000001, -0.11111111111111105)"
1677,"(0.6000000000000001, -0.06666666666666665)"
1678,"(0.6000000000000001, -0.022222222222222143)"
1679,"(0.6000000000000001, 0.022222222222222365)"
1680,"(0.6000000000000001, 0.06666666666666665)"
1681,"(0.6000000000000001, 0.11111111111111116)"
1682,"(0.6000000000000001, 0.15555555555555567)"
1683,"(0.6000000000000001, 0.19999999999999996)"
1684,"(0.6000000000000001, 0.24444444444444446)"
1685,"(0.6000000000000001, 0.288888888888889)"
1686,"(0.6000000000000001, 0.3333333333333335)"
1687,"(0.6000000000000001, 0.37777777777777777)"
1688,"(0.6000000000000001, 0.4222222222222223)"
1689,"(0.6000000000000001, 0.4666666666666668)"
1690,"(0.6000000000000001, 0.5111111111111111)"
1691,"(0.6000000000000001, 0.5555555555555556)"
1692,"(0.6000000000000001, 0.6000000000000001)"
1693,"(0.6000000000000001, 0.6444444444444446)"
1694,"(0.6000000000000001, 0.6888888888888889)"
1695,"(0.6000000000000001, 0.7333333333333334)"
1696,"(0.6000000000000001, 0.7777777777777779)"
1697,"(0.6000000000000001, 0.8222222222222222)"
1698,"(0.6000000000000001, 0.8666666666666667)"
1699,"(0.6000000000000001, 0.9111111111111112)"
1700,"(0.6000000000000001, 0.9555555555555557)"
1701,"(0.6000000000000001, 1.0)"
1702,"(0.6444444444444446, -1.0)"
1703,"(0.6444444444444446, -0.9555555555555556)"
1704,"(0.6444444444444446, -0.9111111111111111)"
1705,"(0.6444444444444446, -0.8666666666666667)"
1706,"(0.6444444444444446, -0.8222222222222222)"
1707,"(0.6444444444444446, -0.7777777777777778)"
1708,"(0.6444444444444446, -0.7333333333333334)"
1709,"(0.6444444444444446, -0.6888888888888889)"
1710,"(0.6444444444444446, -0.6444444444444444)"
1711,"(0.6444444444444446, -0.6)"
1712,"(0.6444444444444446, -0.5555555555555556)"
1713,"(0.6444444444444446, -0.5111111111111111)"
1714,"(0.6444444444444446, -0.4666666666666667)"
1715,"(0.6444444444444446, -0.42222222222222217)"
1716,"(0.6444444444444446, -0.37777777777777777)"
1717,"(0.6444444444444446, -0.33333333333333326)"
1718,"(0.6444444444444446, -0.28888888888888886)"
1719,"(0.6444444444444446, -0.24444444444444446)"
1720,"(0.6444444444444446, -0.19999999999999996)"
1721,"(0.6444444444444446, -0.15555555555555556)"
1722,"(0.6444444444444446, -0.11111111111111105)"
1723,"(0.6444444444444446, -0.06666666666666665)"
1724,"(0.6444444444444446, -0.022222222222222143)"
1725,"(0.6444444444444446, 0.022222222222222365)"
1726,"(0.6444444444444446, 0.06666666666666665)"
1727,"(0.6444444444444446, 0.11111111111111116)"
1728,"(0.6444444444444446, 0.15555555555555567)"
1729,"(0.6444444444444446, 0.19999999999999996)"
1730,"(0.6444444444444446, 0.24444444444444446)"
1731,"(0.6444444444444446, 0.288888888888889)"
1732,"(0.6444444444444446, 0.3333333333333335)"
1733,"(0.6444444444444446, 0.37777777777777777)"
1734,"(0.6444444444444446, 0.4222222222222223)"
1735,"(0.6444444444444446, 0.4666666666666668)"
1736,"(0.6444444444444446, 0.5111111111111111)"
1737,"(0.6444444444444446, 0.5555555555555556)"
1738,"(0.6444444444444446, 0.6000000000000001)"
1739,"(0.6444444444444446, 0.6444444444444446)"
1740,"(0.6444444444444446, 0.6888888888888889)"
1741,"(0.6444444444444446, 0.7333333333333334)"
1742,"(0.6444444444444446, 0.7777777777777779)"
1743,"(0.6444444444444446, 0.8222222222222222)"
1744,"(0.6444444444444446, 0.8666666666666667)"
1745,"(0.6444444444444446, 0.9111111111111112)"
1746,"(0.6444444444444446, 0.9555555555555557)"
1747,"(0.6444444444444446, 1.0)"
1748,"(0.6888888888888889, -1.0)"
1749,"(0.6888888888888889, -0.9555555555555556)"
1750,"(0.6888888888888889, -0.9111111111111111)"
1751,"(0.6888888888888889, -0.8666666666666667)"
1752,"(0.6888888888888889, -0.8222222222222222)"
1753,"(0.6888888888888889, -0.7777777777777778)"
1754,"(0.6888888888888889, -0.7333333333333334)"
1755,"(0.6888888888888889, -0.6888888888888889)"
1756,"(0.6888888888888889, -0.6444444444444444)"
1757,"(0.6888888888888889, -0.6)"
1758,"(0.6888888888888889, -0.5555555555555556)"
1759,"(0.6888888888888889, -0.5111111111111111)"
1760,"(0.6888888888888889, -0.4666666666666667)"
1761,"(0.6888888888888889, -0.42222222222222217)"
1762,"(0.6888888888888889, -0.37777777777777777)"
1763,"(0.6888888888888889, -0.33333333333333326)"
1764,"(0.6888888888888889, -0.28888888888888886)"
1765,"(0.6888888888888889, -0.24444444444444446)"
1766,"(0.6888888888888889, -0.19999999999999996)"
1767,"(0.6888888888888889, -0.15555555555555556)"
1768,"(0.6888888888888889, -0.11111111111111105)"
1769,"(0.6888888888888889, -0.06666666666666665)"
1770,"(0.6888888888888889, -0.022222222222222143)"
1771,"(0.6888888888888889, 0.022222222222222365)"
1772,"(0.6888888888888889, 0.06666666666666665)"
1773,"(0.6888888888888889, 0.11111111111111116)"
1774,"(0.6888888888888889, 0.15555555555555567)"
1775,"(0.6888888888888889, 0.19999999999999996)"
1776,"(0.6888888888888889, 0.24444444444444446)"
1777,"(0.6888888888888889, 0.288888888888889)"
1778,"(0.6888888888888889, 0.3333333333333335)"
1779,"(0.6888888888888889, 0.37777777777777777)"
1780,"(0.6888888888888889, 0.4222222222222223)"
1781,"(0.6888888888888889, 0.4666666666666668)"
1782,"(0.6888888888888889, 0.5111111111111111)"
1783,"(0.6888888888888889, 0.5555555555555556)"
1784,"(0.6888888888888889, 0.6000000000000001)"
1785,"(0.6888888888888889, 0.6444444444444446)"
1786,"(0.6888888888888889, 0.6888888888888889)"
1787,"(0.6888888888888889, 0.7333333333333334)"
1788,"(0.6888888888888889, 0.7777777777777779)"
1789,"(0.6888888888888889, 0.8222222222222222)"
1790,"(0.6888888888888889, 0.8666666666666667)"
1791,"(0.6888888888888889, 0.9111111111111112)"
1792,"(0.6888888888888889, 0.9555555555555557)"
1793,"(0.6888888888888889, 1.0)"
1794,"(0.7333333333333334, -1.0)"
1795,"(0.7333333333333334, -0.9555555555555556)"
1796,"(0.7333333333333334, -0.9111111111111111)"
1797,"(0.7333333333333334, -0.8666666666666667)"
1798,"(0.7333333333333334, -0.8222222222222222)"
1799,"(0.7333333333333334, -0.7777777777777778)"
1800,"(0.7333333333333334, -0.7333333333333334)"
1801,"(0.7333333333333334, -0.6888888888888889)"
1802,"(0.7333333333333334, -0.6444444444444444)"
1803,"(0.7333333333333334, -0.6)"
1804,"(0.7333333333333334, -0.5555555555555556)"
1805,"(0.7333333333333334, -0.5111111111111111)"
1806,"(0.7333333333333334, -0.4666666666666667)"
1807,"(0.7333333333333334, -0.42222222222222217)"
1808,"(0.7333333333333334, -0.37777777777777777)"
1809,"(0.7333333333333334, -0.33333333333333326)"
1810,"(0.7333333333333334, -0.28888888888888886)"
1811,"(0.7333333333333334, -0.24444444444444446)"
1812,"(0.7333333333333334, -0.19999999999999996)"
1813,"(0.7333333333333334, -0.15555555555555556)"
1814,"(0.7333333333333334, -0.11111111111111105)"
1815,"(0.7333333333333334, -0.06666666666666665)"
1816,"(0.7333333333333334, -0.022222222222222143)"
1817,"(0.7333333333333334, 0.022222222222222365)"
1818,"(0.7333333333333334, 0.06666666666666665)"
1819,"(0.7333333333333334, 0.11111111111111116)"
1820,"(0.7333333333333334, 0.15555555555555567)"
1821,"(0.7333333333333334, 0.19999999999999996)"
1822,"(0.7333333333333334, 0.24444444444444446)"
1823,"(0.7333333333333334, 0.288888888888889)"
1824,"(0.7333333333333334, 0.3333333333333335)"
1825,"(0.7333333333333334, 0.37777777777777777)"
1826,"(0.7333333333333334, 0.4222222222222223)"
1827,"(0.7333333333333334, 0.4666666666666668)"
1828,"(0.7333333333333334, 0.5111111111111111)"
1829,"(0.7333333333333334, 0.5555555555555556)"
1830,"(0.7333333333333334, 0.6000000000000001)"
1831,"(0.7333333333333334, 0.6444444444444446)"
1832,"(0.7333333333333334, 0.6888888888888889)"
1833,"(0.7333333333333334, 0.7333333333333334)"
1834,"(0.7333333333333334, 0.7777777777777779)"
1835,"(0.7333333333333334, 0.8222222222222222)"
1836,"(0.7333333333333334, 0.8666666666666667)"
1837,"(0.7333333333333334, 0.9111111111111112)"
1838,"(0.7333333333333334, 0.9555555555555557)"
1839,"(0.7333333333333334, 1.0)"
1840,"(0.7777777777777779, -1.0)"
1841,"(0.7777777777777779, -0.9555555555555556)"
1842,"(0.7777777777777779, -0.9111111111111111)"
1843,"(0.7777777777777779, -0.8666666666666667)"
1844,"(0.7777777777777779, -0.8222222222222222)"
1845,"(0.7777777777777779, -0.7777777777777778)"
1846,"(0.7777777777777779, -0.7333333333333334)"
1847,"(0.7777777777777779, -0.6888888888888889)"
1848,"(0.7777777777777779, -0.6444444444444444)"
1849,"(0.7777777777777779, -0.6)"
1850,"(0.7777777777777779, -0.5555555555555556)"
1851,"(0.7777777777777779, -0.5111111111111111)"
1852,"(0.7777777777777779, -0.4666666666666667)"
1853,"(0.7777777777777779, -0.42222222222222217)"
1854,"(0.7777777777777779, -0.37777777777777777)"
1855,"(0.7777777777777779, -0.33333333333333326)"
1856,"(0.7777777777777779, -0.28888888888888886)"
1857,"(0.7777777777777779, -0.24444444444444446)"
1858,"(0.7777777777777779, -0.19999999999999996)"
1859,"(0.7777777777777779, -0.15555555555555556)"
1860,"(0.7777777777777779, -0.11111111111111105)"
1861,"(0.7777777777777779, -0.06666666666666665)"
1862,"(0.7777777777777779, -0.022222222222222143)"
1863,"(0.7777777777777779, 0.022222222222222365)"
1864,"(0.7777777777777779, 0.06666666666666665)"
1865,"(0.7777777777777779, 0.11111111111111116)"
1866,"(0.7777777777777779, 0.15555555555555567)"
1867,"(0.7777777777777779, 0.19999999999999996)"
1868,"(0.7777777777777779, 0.24444444444444446)"
1869,"(0.7777777777777779, 0.288888888888889)"
1870,"(0.7777777777777779, 0.3333333333333335)"
1871,"(0.7777777777777779, 0.37777777777777777)"
1872,"(0.7777777777777779, 0.4222222222222223)"
1873,"(0.7777777777777779, 0.4666666666666668)"
1874,"(0.7777777777777779, 0.5111111111111111)"
1875,"(0.7777777777777779, 0.5555555555555556)"
1876,"(0.7777777777777779, 0.6000000000000001)"
1877,"(0.7777777777777779, 0.6444444444444446)"
1878,"(0.7777777777777779, 0.6888888888888889)"
1879,"(0.7777777777777779, 0.7333333333333334)"
1880,"(0.7777777777777779, 0.7777777777777779)"
1881,"(0.7777777777777779, 0.8222222222222222)"
1882,"(0.7777777777777779, 0.8666666666666667)"
1883,"(0.7777777777777779, 0.9111111111111112)"
1884,"(0.7777777777777779, 0.9555555555555557)"
1885,"(0.7777777777777779, 1.0)"
1886,"(0.8222222222222222, -1.0)"
1887,"(0.8222222222222222, -0.9555555555555556)"
1888,"(0.8222222222222222, -0.9111111111111111)"
1889,"(0.8222222222222222, -0.8666666666666667)"
1890,"(0.8222222222222222, -0.8222222222222222)"
1891,"(0.8222222222222222, -0.7777777777777778)"
1892,"(0.8222222222222222, -0.7333333333333334)"
1893,"(0.8222222222222222, -0.6888888888888889)"
1894,"(0.8222222222222222, -0.6444444444444444)"
1895,"(0.8222222222222222, -0.6)"
1896,"(0.8222222222222222, -0.5555555555555556)"
1897,"(0.8222222222222222, -0.5111111111111111)"
1898,"(0.8222222222222222, -0.4666666666666667)"
1899,"(0.8222222222222222, -0.42222222222222217)"
1900,"(0.8222222222222222, -0.37777777777777777)"
1901,"(0.8222222222222222, -0.33333333333333326)"
1902,"(0.8222222222222222, -0.28888888888888886)"
1903,"(0.8222222222222222, -0.24444444444444446)"
1904,"(0.8222222222222222, -0.19999999999999996)"
1905,"(0.8222222222222222, -0.15555555555555556)"
1906,"(0.8222222222222222, -0.11111111111111105)"
1907,"(0.8222222222222222, -0.06666666666666665)"
1908,"(0.8222222222222222, -0.022222222222222143)"
1909,"(0.8222222222222222, 0.022222222222222365)"
1910,"(0.8222222222222222, 0.06666666666666665)"
1911,"(0.8222222222222222, 0.11111111111111116)"
1912,"(0.8222222222222222, 0.15555555555555567)"
1913,"(0.8222222222222222, 0.19999999999999996)"
1914,"(0.8222222222222222, 0.24444444444444446)"
1915,"(0.8222222222222222, 0.288888888888889)"
1916,"(0.8222222222222222, 0.3333333333333335)"
1917,"(0.8222222222222222, 0.37777777777777777)"
1918,"(0.8222222222222222, 0.4222222222222223)"
1919,"(0.8222222222222222, 0.4666666666666668)"
1920,"(0.8222222222222222, 0.5111111111111111)"
1921,"(0.8222222222222222, 0.5555555555555556)"
1922,"(0.8222222222222222, 0.6000000000000001)"
1923,"(0.8222222222222222, 0.6444444444444446)"
1924,"(0.8222222222222222, 0.6888888888888889)"
1925,"(0.8222222222222222, 0.7333333333333334)"
1926,"(0.8222222222222222, 0.7777777777777779)"
1927,"(0.8222222222222222, 0.8222222222222222)"
1928,"(0.8222222222222222, 0.8666666666666667)"
1929,"(0.8222222222222222, 0.9111111111111112)"
1930,"(0.8222222222222222, 0.9555555555555557)"
1931,"(0.8222222222222222, 1.0)"
1932,"(0.8666666666666667, -1.0)"
1933,"(0.8666666666666667, -0.9555555555555556)"
1934,"(0.8666666666666667, -0.9111111111111111)"
1935,"(0.8666666666666667, -0.8666666666666667)"
1936,"(0.8666666666666667, -0.8222222222222222)"
1937,"(0.8666666666666667, -0.7777777777777778)"
1938,"(0.8666666666666667, -0.7333333333333334)"
1939,"(0.8666666666666667, -0.6888888888888889)"
1940,"(0.8666666666666667, -0.6444444444444444)"
1941,"(0.8666666666666667, -0.6)"
1942,"(0.8666666666666667, -0.5555555555555556)"
1943,"(0.8666666666666667, -0.5111111111111111)"
1944,"(0.8666666666666667, -0.4666666666666667)"
1945,"(0.8666666666666667, -0.42222222222222217)"
1946,"(0.8666666666666667, -0.37777777777777777)"
1947,"(0.8666666666666667, -0.33333333333333326)"
1948,"(0.8666666666666667, -0.28888888888888886)"
1949,"(0.8666666666666667, -0.24444444444444446)"
1950,"(0.8666666666666667, -0.19999999999999996)"
1951,"(0.8666666666666667, -0.15555555555555556)"
1952,"(0.8666666666666667, -0.11111111111111105)"
1953,"(0.8666666666666667, -0.06666666666666665)"
1954,"(0.8666666666666667, -0.022222222222222143)"
1955,"(0.8666666666666667, 0.022222222222222365)"
1956,"(0.8666666666666667, 0.06666666666666665)"
1957,"(0.8666666666666667, 0.11111111111111116)"
1958,"(0.8666666666666667, 0.15555555555555567)"
1959,"(0.8666666666666667, 0.19999999999999996)"
1960,"(0.8666666666666667, 0.24444444444444446)"
1961,"(0.8666666666666667, 0.288888888888889)"
1962,"(0.8666666666666667, 0.3333333333333335)"
1963,"(0.8666666666666667, 0.37777777777777777)"
1964,"(0.8666666666666667, 0.4222222222222223)"
1965,"(0.8666666666666667, 0.4666666666666668)"
1966,"(0.8666666666666667, 0.5111111111111111)"
1967,"(0.8666666666666667, 0.5555555555555556)"
1968,"(0.8666666666666667, 0.6000000000000001)"
1969,"(0.8666666666666667, 0.6444444444444446)"
1970,"(0.8666666666666667, 0.6888888888888889)"
1971,"(0.8666666666666667, 0.7333333333333334)"
1972,"(0.8666666666666667, 0.7777777777777779)"
1973,"(0.8666666666666667, 0.8222222222222222)"
1974,"(0.8666666666666667, 0.8666666666666667)"
1975,"(0.8666666666666667, 0.9111111111111112)"
1976,"(0.8666666666666667, 0.9555555555555557)"
1977,"(0.8666666666666667, 1.0)"
1978,"(0.9111111111111112, -1.0)"
1979,"(0.9111111111111112, -0.9555555555555556)"
1980,"(0.9111111111111112, -0.9111111111111111)"
1981,"(0.9111111111111112, -0.8666666666666667)"
1982,"(0.9111111111111112, -0.8222222222222222)"
1983,"(0.9111111111111112, -0.7777777777777778)"
1984,"(0.9111111111111112, -0.7333333333333334)"
1985,"(0.9111111111111112, -0.6888888888888889)"
1986,"(0.9111111111111112, -0.6444444444444444)"
1987,"(0.9111111111111112, -0.6)"
1988,"(0.9111111111111112, -0.5555555555555556)"
1989,"(0.9111111111111112, -0.5111111111111111)"
1990,"(0.9111111111111112, -0.4666666666666667)"
1991,"(0.9111111111111112, -0.42222222222222217)"
1992,"(0.9111111111111112, -0.37777777777777777)"
1993,"(0.9111111111111112, -0.33333333333333326)"
1994,"(0.9111111111111112, -0.28888888888888886)"
1995,"(0.9111111111111112, -0.24444444444444446)"
1996,"(0.9111111111111112, -0.19999999999999996)"
1997,"(0.9111111111111112, -0.15555555555555556)"
1998,"(0.9111111111111112, -0.11111111111111105)"
1999,"(0.9111111111111112, -0.06666666666666665)"
2000,"(0.9111111111111112, -0.022222222222222143)"
2001,"(0.9111111111111112, 0.022222222222222365)"
2002,"(0.9111111111111112, 0.06666666666666665)"
2003,"(0.9111111111111112, 0.11111111111111116)"
2004,"(0.9111111111111112, 0.15555555555555567)"
2005,"(0.9111111111111112, 0.19999999999999996)"
2006,"(0.9111111111111112, 0.24444444444444446)"
2007,"(0.9111111111111112, 0.288888888888889)"
2008,"(0.9111111111111112, 0.3333333333333335)"
2009,"(0.9111111111111112, 0.37777777777777777)"
2010,"(0.9111111111111112, 0.4222222222222223)"
2011,"(0.9111111111111112, 0.4666666666666668)"
2012,"(0.9111111111111112, 0.5111111111111111)"
2013,"(0.9111111111111112, 0.5555555555555556)"
2014,"(0.9111111111111112, 0.6000000000000001)"
2015,"(0.9111111111111112, 0.6444444444444446)"
2016,"(0.9111111111111112, 0.6888888888888889)"
2017,"(0.9111111111111112, 0.7333333333333334)"
2018,"(0.9111111111111112, 0.7777777777777779)"
2019,"(0.9111111111111112, 0.8222222222222222)"
2020,"(0.9111111111111112, 0.8666666666666667)"
2021,"(0.9111111111111112, 0.9111111111111112)"
2022,"(0.9111111111111112, 0.9555555555555557)"
2023,"(0.9111111111111112, 1.0)"
2024,"(0.9555555555555557, -1.0)"
2025,"(0.9555555555555557, -0.9555555555555556)"
2026,"(0.9555555555555557, -0.9111111111111111)"
2027,"(0.9555555555555557, -0.8666666666666667)"
2028,"(0.9555555555555557, -0.8222222222222222)"
2029,"(0.9555555555555557, -0.7777777777777778)"
2030,"(0.9555555555555557, -0.7333333333333334)"
2031,"(0.9555555555555557, -0.6888888888888889)"
2032,"(0.9555555555555557, -0.6444444444444444)"
2033,"(0.9555555555555557, -0.6)"
2034,"(0.9555555555555557, -0.5555555555555556)"
2035,"(0.9555555555555557, -0.5111111111111111)"
2036,"(0.9555555555555557, -0.4666666666666667)"
2037,"(0.9555555555555557, -0.42222222222222217)"
2038,"(0.9555555555555557, -0.37777777777777777)"
2039,"(0.9555555555555557, -0.33333333333333326)"
2040,"(0.9555555555555557, -0.28888888888888886)"
2041,"(0.9555555555555557, -0.24444444444444446)"
2042,"(0.9555555555555557, -0.19999999999999996)"
2043,"(0.9555555555555557, -0.15555555555555556)"
2044,"(0.9555555555555557, -0.11111111111111105)"
2045,"(0.9555555555555557, -0.06666666666666665)"
2046,"(0.9555555555555557, -0.022222222222222143)"
2047,"(0.9555555555555557, 0.022222222222222365)"
2048,"(0.9555555555555557, 0.06666666666666665)"
2049,"(0.9555555555555557, 0.11111111111111116)"
2050,"(0.9555555555555557, 0.15555555555555567)"
2051,"(0.9555555555555557, 0.19999999999999996)"
2052,"(0.9555555555555557, 0.24444444444444446)"
2053,"(0.9555555555555557, 0.288888888888889)"
2054,"(0.9555555555555557, 0.3333333333333335)"
2055,"(0.9555555555555557, 0.37777777777777777)"
2056,"(0.9555555555555557, 0.4222222222222223)"
2057,"(0.9555555555555557, 0.4666666666666668)"
2058,"(0.9555555555555557, 0.5111111111111111)"
2059,"(0.9555555555555557, 0.5555555555555556)"
2060,"(0.9555555555555557, 0.6000000000000001)"
2061,"(0.9555555555555557, 0.6444444444444446)"
2062,"(0.9555555555555557, 0.6888888888888889)"
2063,"(0.9555555555555557, 0.7333333333333334)"
2064,"(0.9555555555555557, 0.7777777777777779)"
2065,"(0.9555555555555557, 0.8222222222222222)"
2066,"(0.9555555555555557, 0.8666666666666667)"
2067,"(0.9555555555555557, 0.9111111111111112)"
2068,"(0.9555555555555557, 0.9555555555555557)"
2069,"(0.9555555555555557, 1.0)"
2070,"(1.0, -1.0)"
2071,"(1.0, -0.9555555555555556)"
2072,"(1.0, -0.9111111111111111)"
2073,"(1.0, -0.8666666666666667)"
2074,"(1.0, -0.8222222222222222)"
2075,"(1.0, -0.7777777777777778)"
2076,"(1.0, -0.7333333333333334)"
2077,"(1.0, -0.6888888888888889)"
2078,"(1.0, -0.6444444444444444)"
2079,"(1.0, -0.6)"
2080,"(1.0, -0.5555555555555556)"
2081,"(1.0, -0.5111111111111111)"
2082,"(1.0, -0.4666666666666667)"
2083,"(1.0, -0.42222222222222217)"
2084,"(1.0, -0.37777777777777777)"
2085,"(1.0, -0.33333333333333326)"
2086,"(1.0, -0.28888888888888886)"
2087,"(1.0, -0.24444444444444446)"
2088,"(1.0, -0.19999999999999996)"
2089,"(1.0, -0.15555555555555556)"
2090,"(1.0, -0.11111111111111105)"
2091,"(1.0, -0.06666666666666665)"
2092,"(1.0, -0.022222222222222143)"
2093,"(1.0, 0.022222222222222365)"
2094,"(1.0, 0.06666666666666665)"
2095,"(1.0, 0.11111111111111116)"
2096,"(1.0, 0.15555555555555567)"
2097,"(1.0, 0.19999999999999996)"
2098,"(1.0, 0.24444444444444446)"
2099,"(1.0, 0.288888888888889)"
2100,"(1.0, 0.3333333333333335)"
2101,"(1.0, 0.37777777777777777)"
2102,"(1.0, 0.4222222222222223)"
2103,"(1.0, 0.4666666666666668)"
2104,"(1.0, 0.5111111111111111)"
2105,"(1.0, 0.5555555555555556)"
2106,"(1.0, 0.6000000000000001)"
2107,"(1.0, 0.6444444444444446)"
2108,"(1.0, 0.6888888888888889)"
2109,"(1.0, 0.7333333333333334)"
2110,"(1.0, 0.7777777777777779)"
2111,"(1.0, 0.8222222222222222)"
2112,"(1.0, 0.8666666666666667)"
2113,"(1.0, 0.9111111111111112)"
2114,"(1.0, 0.9555555555555557)"
2115,"(1.0, 1.0)"
